CID,BDATE,GEN
NASAW00011776,8/1/2004,Male
NASAW00011777,6/22/1978,Female
NASAW00011778,8/31/2001,Female
NASAW00011779,3/19/2004,Female
NASAW00011780,7/5/1997,Female
NASAW00011781,11/14/1983,Male
NASAW00011782,3/26/2001,Female
NASAW00011783,10/20/1992,Female
NASAW00011784,9/3/1998,Male
NASAW00011785,10/22/1996,Male
NASAW00011786,1/1/1975,Male
NASAW00011787,3/13/1983,Male
NASAW00011788,2/29/1980,Female
NASAW00011789,9/24/1994,Female
NASAW00011790,7/7/1984,Male
NASAW00011791,3/19/1995,Male
NASAW00011792,4/6/1996,Female
NASAW00011793,4/30/2003,Male
NASAW00011794,5/29/1986,Female
NASAW00011795,2/6/1998,Female
NASAW00011796,8/17/1988,Female
NASAW00011797,10/9/1984,Male
NASAW00011798,5/9/1989,Male
NASAW00011799,5/8/1984,Male
NASAW00011800,4/6/1979,Female
NASAW00011801,1/27/1979,Male
NASAW00011802,12/12/1993,Female
NASAW00011803,3/9/1996,Female
NASAW00011804,12/7/1979,Female
NASAW00011805,12/17/1999,Male
NASAW00011806,9/19/1992,Female
NASAW00011807,12/31/1985,Male
NASAW00011808,2/14/1989,Male
NASAW00011809,12/15/1986,Male
NASAW00011810,8/17/1975,Male
NASAW00011811,6/9/1981,Female
NASAW00011812,2/9/1995,Male
NASAW00011813,9/10/1989,Female
NASAW00011814,1/30/1984,Male
NASAW00011815,12/13/2001,Female
NASAW00011816,9/16/1983,Male
NASAW00011817,10/14/1992,Female
NASAW00011818,12/5/1982,Male
NASAW00011819,6/1/1980,Male
NASAW00011820,7/9/2003,Female
NASAW00011821,12/12/1979,Male
NASAW00011822,12/28/1986,Female
NASAW00011823,4/5/2002,Female
NASAW00011824,1/17/1997,Female
NASAW00011825,4/25/1988,Female
NASAW00011826,5/20/2001,Female
NASAW00011827,3/20/1975,Female
NASAW00011828,6/24/1985,Female
NASAW00011829,8/12/1981,Female
NASAW00011830,5/21/1987,Female
NASAW00011831,11/18/1996,Male
NASAW00011832,7/26/1991,Female
NASAW00011833,11/28/1997,Male
NASAW00011834,7/12/2002,M
NASAW00011835,12/24/2003,Male
NASAW00011836,6/30/2004,M
NASAW00011837,12/4/1991,F
NASAW00011838,8/12/1989,Male
NASAW00011839,7/24/1988,Male
NASAW00011840,1/9/1993,Male
NASAW00011841,11/30/2004,Male
NASAW00011842,6/19/2000,Male
NASAW00011843,6/14/1984,Female
NASAW00011844,9/14/1979,Female
NASAW00011845,9/24/1993,Female
NASAW00011846,1/15/1976,Female
NASAW00011847,6/14/1978,Female
NASAW00011848,6/7/1983,Male
NASAW00011849,1/13/1995,Female
NASAW00011850,7/11/1980,Female
NASAW00011851,6/8/1998,Female
NASAW00011852,1/23/1983,Male
NASAW00011853,4/8/1981,Female
NASAW00011854,8/6/1975,Male
NASAW00011855,11/22/1998,Male
NASAW00011856,7/19/1982,Male
NASAW00011857,11/14/1985,Female
NASAW00011858,11/19/1993,Male
NASAW00011859,6/30/1988,Male
NASAW00011860,6/26/2000,Female
NASAW00011861,8/25/2002,Female
NASAW00011862,7/17/2000,Female
NASAW00011863,3/6/1977,Female
NASAW00011864,3/8/1996,Female
NASAW00011865,9/27/1984,Female
NASAW00011866,2/20/1992,Male
NASAW00011867,1/10/1993,Male
NASAW00011868,12/31/1984,Female
NASAW00011869,4/30/1986,Female
NASAW00011870,7/24/1988,Female
NASAW00011871,10/9/1976,Male
NASAW00011872,6/29/1999,Female
NASAW00011873,8/18/1989,Male
NASAW00011874,1/20/1976,Male
NASAW00011875,6/24/1981,Male
NASAW00011876,9/8/1982,Female
NASAW00011877,10/20/1985,Female
NASAW00011878,5/21/2003,Female
NASAW00011879,6/29/1990,Male
NASAW00011880,4/3/1995,Female
NASAW00011881,4/2/2000,Male
NASAW00011882,8/23/1975,Male
NASAW00011883,1/1/1992,Female
NASAW00011884,2/5/1992,Female
NASAW00011885,7/28/1998,Male
NASAW00011886,3/2/1988,Female
NASAW00011887,2/9/1989,Male
NASAW00011888,4/24/1977,Male
NASAW00011889,3/20/1989,Male
NASAW00011890,12/18/1983,Female
NASAW00011891,2/7/1978,Female
NASAW00011892,2/23/1998,Male
NASAW00011893,2/21/1994,Male
NASAW00011894,4/20/1993,Female
NASAW00011895,1/5/1977,Male
NASAW00011896,12/16/1999,Male
NASAW00011897,3/18/1990,Male
NASAW00011898,1/31/1994,Female
NASAW00011899,7/18/1987,Female
NASAW00011900,1/9/1975,Male
NASAW00011901,7/12/1994,Female
NASAW00011902,2/9/1995,Male
NASAW00011903,6/24/1976,Female
NASAW00011904,5/25/1993,Female
NASAW00011905,1/21/1992,Male
NASAW00011906,3/13/1976,Female
NASAW00011907,6/21/1990,Female
NASAW00011908,2/12/1975,Male
NASAW00011909,6/28/1976,Female
NASAW00011910,8/31/1998,Female
NASAW00011911,12/5/2004,Female
NASAW00011912,12/12/1986,Female
NASAW00011913,10/11/1988,Female
NASAW00011914,8/22/1988,Female
NASAW00011915,12/27/2003,Male
NASAW00011916,12/2/1980,Male
NASAW00011917,6/16/2002,Male
NASAW00011918,7/20/1983,Female
NASAW00011919,10/25/1987,Male
NASAW00011920,4/4/1981,Female
NASAW00011921,1/16/1995,Male
NASAW00011922,10/18/1999,Male
NASAW00011923,2/26/1988,Female
NASAW00011924,12/1/2003,Male
NASAW00011925,10/30/1982,Female
NASAW00011926,12/18/1980,Male
NASAW00011927,1/6/1979,Female
NASAW00011928,12/25/2004,Female
NASAW00011929,10/26/1989,Female
NASAW00011930,11/1/1989,Female
NASAW00011931,1/19/1994,Male
NASAW00011932,12/13/1986,Female
NASAW00011933,7/10/1986,Male
NASAW00011934,2/8/1987,Male
NASAW00011935,12/9/1986,Female
NASAW00011936,5/29/2002,Male
NASAW00011937,10/1/1988,Male
NASAW00011938,10/14/1988,Male
NASAW00011939,4/5/1995,Male
NASAW00011940,10/21/1976,Male
NASAW00011941,3/24/2000,Male
NASAW00011942,12/26/1997,Male
NASAW00011943,12/10/2003,Female
NASAW00011944,9/15/1977,Female
NASAW00011945,10/22/1987,Male
NASAW00011946,2/14/1990,Female
NASAW00011947,5/10/1991,Female
NASAW00011948,4/8/1982,Female
NASAW00011949,3/16/1985,Female
NASAW00011950,5/4/1996,Female
NASAW00011951,8/10/1998,Female
NASAW00011952,7/12/1975,Male
NASAW00011953,7/22/1986,Female
NASAW00011954,6/19/1983,Male
NASAW00011955,8/10/2003,Male
NASAW00011956,7/11/1997,Female
NASAW00011957,8/27/1985,Female
NASAW00011958,11/20/1993,Male
NASAW00011959,8/6/1996,Female
NASAW00011960,7/23/1995,Female
NASAW00011961,11/30/1984,Female
NASAW00011962,10/19/1990,Female
NASAW00011963,10/1/1993,Male
NASAW00011964,4/16/2003,Male
NASAW00011965,2/9/1985,Female
NASAW00011966,3/9/1999,Male
NASAW00011967,7/26/1989,Female
NASAW00011968,8/20/2004,Female
NASAW00011969,7/9/1996,Male
NASAW00011970,8/27/1986,Female
NASAW00011971,12/1/1984,Female
NASAW00011972,6/23/1996,Female
NASAW00011973,12/23/1998,Female
NASAW00011974,12/31/1993,Male
NASAW00011975,9/16/2003,Female
NASAW00011976,9/17/1984,Female
NASAW00011977,9/3/1996,Female
NASAW00011978,6/19/2004,Male
NASAW00011979,4/23/1998,Male
NASAW00011980,6/22/1978,Female
NASAW00011981,6/13/1983,Female
NASAW00011982,11/24/1986,Female
NASAW00011983,2/2/2001,Female
NASAW00011984,12/17/2003,Male
NASAW00011985,8/1/1994,Female
NASAW00011986,9/26/2002,Male
NASAW00011987,6/22/1992,Female
NASAW00011988,9/18/2004,Female
NASAW00011989,2/1/1999,Female
NASAW00011990,4/28/1976,Female
NASAW00011991,12/28/1988,Male
NASAW00011992,12/11/1990,Female
NASAW00011993,6/10/1989,Female
NASAW00011994,11/6/1982,Female
NASAW00011995,12/7/2004,Male
NASAW00011996,12/19/1990,Female
NASAW00011997,6/8/1999,Female
NASAW00011998,7/25/2001,Female
NASAW00011999,11/9/1991,Male
NASAW00012000,5/10/1981,Female
NASAW00012001,2/4/1988,Female
NASAW00012002,3/10/2004,Female
NASAW00012003,8/31/1986,Female
NASAW00012004,2/21/2004,Male
NASAW00012005,9/27/1978,Male
NASAW00012006,5/7/1991,Male
NASAW00012007,2/27/1998,Female
NASAW00012008,8/28/1988,Female
NASAW00012009,9/7/1977,Female
NASAW00012010,5/18/1983,Male
NASAW00012011,10/8/2004,Female
NASAW00012012,2/26/1984,Female
NASAW00012013,7/21/1979,Female
NASAW00012014,11/24/1984,Male
NASAW00012015,10/7/1991,Male
NASAW00012016,1/18/1984,Female
NASAW00012017,4/15/1985,Male
NASAW00012018,5/20/1981,Male
NASAW00012019,3/18/2004,Female
NASAW00012020,5/24/2000,Female
NASAW00012021,6/17/1985,Female
NASAW00012022,4/11/1979,Male
NASAW00012023,5/19/1997,Male
NASAW00012024,11/25/1995,Male
NASAW00012025,5/27/1997,Male
NASAW00012026,9/18/1999,Male
NASAW00012027,7/30/1999,Female
NASAW00012028,1/15/1986,Female
NASAW00012029,8/17/1995,Male
NASAW00012030,10/3/1995,Female
NASAW00012031,1/9/2004,Male
NASAW00012032,3/3/2002,Male
NASAW00012033,8/11/1977,Female
NASAW00012034,1/30/1997,Male
NASAW00012035,8/19/1982,Male
NASAW00012036,12/31/1987,Female
NASAW00012037,2/20/1975,Female
NASAW00012038,4/21/1988,Male
NASAW00012039,3/23/1994,Male
NASAW00012040,9/22/1986,Male
NASAW00012041,9/9/2001,Male
NASAW00012042,6/17/1997,Male
NASAW00012043,2/22/1994,Male
NASAW00012044,10/17/1989,Female
NASAW00012045,5/19/1987,Male
NASAW00012046,4/7/1998,Female
NASAW00012047,11/23/1978,Female
NASAW00012048,3/28/1995,Female
NASAW00012049,4/27/1976,Female
NASAW00012050,12/14/1996,Male
NASAW00012051,8/2/1998,Male
NASAW00012052,10/16/2002,Female
NASAW00012053,4/30/1999,Male
NASAW00012054,3/24/2004,Male
NASAW00012055,5/24/1991,Female
NASAW00012056,7/28/1997,Male
NASAW00012057,12/27/1984,Female
NASAW00012058,5/6/1991,Female
NASAW00012059,11/17/1981,Male
NASAW00012060,12/10/1983,Male
NASAW00012061,1/5/1981,Male
NASAW00012062,3/4/1989,Male
NASAW00012063,2/1/2001,Male
NASAW00012064,5/5/2004,Male
NASAW00012065,1/30/1977,Male
NASAW00012066,7/17/1978,Male
NASAW00012067,2/11/1987,Male
NASAW00012068,11/1/1986,Female
NASAW00012069,3/20/1977,Male
NASAW00012070,7/5/2003,Male
NASAW00012071,3/9/1990,Male
NASAW00012072,8/4/2000,Male
NASAW00012073,12/17/2002,Male
NASAW00012074,10/5/1982,Female
NASAW00012075,11/30/1997,Male
NASAW00012076,1/12/1998,Female
NASAW00012077,1/4/1996,Female
NASAW00012078,4/9/1978,Male
NASAW00012079,8/13/1977,Male
NASAW00012080,2/28/1990,Female
NASAW00012081,3/10/2002,Female
NASAW00012082,8/9/1991,Female
NASAW00012083,8/13/1984,Female
NASAW00012084,6/11/1977,Male
NASAW00012085,4/20/2001,Male
NASAW00012086,11/5/1990,Female
NASAW00012087,8/31/1993,Male
NASAW00012088,9/4/1997,Female
NASAW00012089,9/22/1980,Male
NASAW00012090,4/22/1997,Female
NASAW00012091,12/28/1993,Male
NASAW00012092,7/23/1994,Male
NASAW00012093,7/21/1999,Male
NASAW00012094,3/2/1988,Female
NASAW00012095,2/21/1992,Male
NASAW00012096,8/26/1990,Female
NASAW00012097,6/2/1978,Male
NASAW00012098,9/13/1998,Female
NASAW00012099,10/27/1995,Female
NASAW00012100,3/6/1993,Male
NASAW00012101,9/27/1981,Male
NASAW00012102,10/23/1982,Male
NASAW00012103,11/16/2004,Female
NASAW00012104,11/8/1993,Female
NASAW00012105,1/5/1987,Female
NASAW00012106,4/28/1983,Male
NASAW00012107,10/23/1975,Male
NASAW00012108,5/30/2000,Male
NASAW00012109,12/19/1986,Female
NASAW00012110,9/18/1996,Female
NASAW00012111,11/8/1982,Female
NASAW00012112,4/30/1980,Female
NASAW00012113,4/24/1989,Male
NASAW00012114,8/7/1975,Male
NASAW00012115,3/15/1978,Female
NASAW00012116,8/19/1998,Female
NASAW00012117,9/4/2004,Male
NASAW00012118,6/12/1982,Female
NASAW00012119,6/4/2003,Male
NASAW00012120,7/22/1979,Male
NASAW00012121,4/20/1992,Male
NASAW00012122,3/22/1994,Female
NASAW00012123,6/7/1976,Male
NASAW00012124,4/30/1990,Female
NASAW00012125,11/5/1993,Female
NASAW00012126,7/18/1999,Female
NASAW00012127,5/15/1979,Female
NASAW00012128,4/27/1984,Female
NASAW00012129,4/27/1991,Female
NASAW00012130,9/15/1997,Female
NASAW00012131,4/16/1993,Male
NASAW00012132,11/29/2003,Female
NASAW00012133,12/26/1982,Female
NASAW00012134,7/8/2001,Male
NASAW00012135,4/28/1982,Male
NASAW00012136,5/10/1978,Male
NASAW00012137,4/15/1984,Male
NASAW00012138,12/12/2003,Male
NASAW00012139,7/25/1984,Male
NASAW00012140,8/26/1980,Male
NASAW00012141,9/29/1993,Female
NASAW00012142,5/18/1982,Female
NASAW00012143,5/29/1999,Male
NASAW00012144,12/15/2002,Female
NASAW00012145,11/30/1978, 
NASAW00012146,10/30/1985,Male
NASAW00012147,3/6/1987,F
NASAW00012148,11/5/1995,F
NASAW00012149,9/3/1982,Female
NASAW00012150,5/9/1998,Male
NASAW00012151,4/26/1983,Male
NASAW00012152,10/10/1979,Male
NASAW00012153,1/20/1992,Female
NASAW00012154,10/22/1981,Female
NASAW00012155,7/20/1988,Female
NASAW00012156,3/26/1985,Female
NASAW00012157,12/18/1993,Male
NASAW00012158,11/22/1999,Male
NASAW00012159,4/2/1978,Female
NASAW00012160,8/20/1988,Female
NASAW00012161,1/27/1992,Female
NASAW00012162,2/12/1978,Male
NASAW00012163,7/29/1975,Male
NASAW00012164,1/6/1990,Male
NASAW00012165,6/1/1987,Male
NASAW00012166,6/7/2003,Male
NASAW00012167,9/28/2004,Male
NASAW00012168,10/1/1997,Male
NASAW00012169,10/31/1993,Female
NASAW00012170,4/10/1981,Female
NASAW00012171,7/30/1975,Female
NASAW00012172,1/23/1996,Male
NASAW00012173,6/11/2002,Male
NASAW00012174,3/25/1983,Male
NASAW00012175,4/23/2000,Male
NASAW00012176,6/10/1990,Male
NASAW00012177,11/18/1981,Male
NASAW00012178,11/11/1983,Male
NASAW00012179,2/25/1989,Female
NASAW00012180,6/28/1995,Female
NASAW00012181,2/5/1981,Female
NASAW00012182,12/5/1982,Female
NASAW00012183,1/2/1997,Female
NASAW00012184,2/15/2000,Male
NASAW00012185,9/26/1996,Female
NASAW00012186,1/1/2000,Male
NASAW00012187,5/31/1990,Male
NASAW00012188,8/16/1993,Female
NASAW00012189,7/5/1992,Female
NASAW00012190,5/19/1981,Male
NASAW00012191,11/17/1982,Female
NASAW00012192,1/25/1998,Female
NASAW00012193,3/17/1980,Male
NASAW00012194,5/12/2001,Female
NASAW00012195,10/26/1990,Female
NASAW00012196,7/21/1991,Female
NASAW00012197,9/17/2001,Male
NASAW00012198,6/11/1981,Male
NASAW00012199,8/15/1998,Female
NASAW00012200,5/11/1979,Male
NASAW00012201,5/28/2003,Female
NASAW00012202,1/14/1992,Male
NASAW00012203,1/11/2003,Male
NASAW00012204,12/10/1993,Male
NASAW00012205,7/8/1982,Female
NASAW00012206,6/26/1983,Female
NASAW00012207,3/2/2002,Male
NASAW00012208,5/6/1982,Female
NASAW00012209,10/1/1979,Female
NASAW00012210,3/1/2001,Male
NASAW00012211,11/19/1990,Male
NASAW00012212,12/2/1990,Female
NASAW00012213,6/15/1989,Male
NASAW00012214,4/7/1987,Female
NASAW00012215,10/13/1992,Female
NASAW00012216,9/13/1990,Male
NASAW00012217,11/2/1977,Male
NASAW00012218,3/13/1986,Male
NASAW00012219,4/28/2002,Male
NASAW00012220,6/13/1987,Female
NASAW00012221,10/22/1980,Female
NASAW00012222,3/8/1981,Female
NASAW00012223,7/13/2000,Female
NASAW00012224,8/3/1998,Male
NASAW00012225,8/5/1987,Female
NASAW00012226,10/30/1976,Female
NASAW00012227,8/16/1996,Female
NASAW00012228,3/10/1990,Female
NASAW00012229,9/5/1999,Female
NASAW00012230,5/29/1980,Male
NASAW00012231,10/12/1992,Female
NASAW00012232,6/27/1999,Male
NASAW00012233,11/16/1982,Male
NASAW00012234,1/2/1976,Male
NASAW00012235,1/3/1999,Female
NASAW00012236,12/25/1977,Female
NASAW00012237,9/13/1981,Female
NASAW00012238,10/19/1988,Female
NASAW00012239,6/8/1991,Male
NASAW00012240,7/25/1982,Male
NASAW00012241,6/6/1982,Female
NASAW00012242,8/3/1978,Male
NASAW00012243,5/13/2004,Female
NASAW00012244,12/10/1982,Female
NASAW00012245,11/7/1991,Male
NASAW00012246,3/14/1987,Male
NASAW00012247,1/10/1988,Female
NASAW00012248,7/12/1991,Male
NASAW00012249,5/27/1994,Male
NASAW00012250,9/30/1980,Female
NASAW00012251,6/10/1976,Male
NASAW00012252,7/11/2003,Male
NASAW00012253,3/19/1993,Female
NASAW00012254,2/8/1981,Male
NASAW00012255,1/30/1997,Female
NASAW00012256,10/1/1986,Female
NASAW00012257,4/6/1987,Male
NASAW00012258,8/25/2004,Female
NASAW00012259,5/11/1990,Female
NASAW00012260,6/10/1981,Female
NASAW00012261,10/19/1986,Female
NASAW00012262,12/23/1996,Female
NASAW00012263,1/2/2001,Male
NASAW00012264,9/3/1985,Male
NASAW00012265,5/28/1989,Male
NASAW00012266,1/29/1983,Female
NASAW00012267,10/11/2004,Male
NASAW00012268,4/4/2001,Male
NASAW00012269,3/7/1979,Male
NASAW00012270,11/25/1992,Female
NASAW00012271,5/24/1987,Male
NASAW00012272,5/14/1980,Male
NASAW00012273,8/8/1994,Male
NASAW00012274,5/20/1976,Male
NASAW00012275,7/4/1980,Female
NASAW00012276,4/19/1985,Female
NASAW00012277,9/23/2001,Female
NASAW00012278,1/13/1986,Female
NASAW00012279,12/23/2000,Male
NASAW00012280,1/30/1977,Female
NASAW00012281,4/11/2002,Female
NASAW00012282,11/6/1987,Male
NASAW00012283,6/4/1976,Male
NASAW00012284,12/2/1982,Female
NASAW00012285,8/14/1995,Female
NASAW00012286,12/2/1991,Male
NASAW00012287,6/23/1988,Male
NASAW00012288,4/22/1987,Female
NASAW00012289,7/12/1975,Male
NASAW00012290,3/21/1987,Female
NASAW00012291,7/15/2002,Male
NASAW00012292,7/22/2000,Male
NASAW00012293,7/2/2004,Female
NASAW00012294,7/27/1985,Male
NASAW00012295,12/6/1992,Male
NASAW00012296,4/22/1977,Male
NASAW00012297,11/18/1979,Female
NASAW00012298,10/7/1978,Female
NASAW00012299,7/28/1989,Male
NASAW00012300,3/29/1983,Female
NASAW00012301,7/1/1997,Female
NASAW00012302,7/15/1999,Male
NASAW00012303,9/17/1989,Female
NASAW00012304,6/16/1994,Male
NASAW00012305,6/4/2000,Male
NASAW00012306,6/12/1981,Male
NASAW00012307,8/20/1983,Male
NASAW00012308,6/4/1982,Female
NASAW00012309,2/2/1991,Male
NASAW00012310,4/5/1975,Female
NASAW00012311,7/4/1977,Male
NASAW00012312,4/2/2001,Male
NASAW00012313,9/9/1985,Male
NASAW00012314,11/8/2002,Female
NASAW00012315,9/2/1975,Female
NASAW00012316,12/2/2000,Male
NASAW00012317,2/22/1975,Male
NASAW00012318,7/11/1996,Female
NASAW00012319,1/13/1984,Female
NASAW00012320,1/20/1975,Female
NASAW00012321,6/22/1991,Female
NASAW00012322,6/10/1977,Female
NASAW00012323,9/25/1997,Male
NASAW00012324,5/9/1989,Male
NASAW00012325,8/18/2000,Female
NASAW00012326,9/7/1981,Male
NASAW00012327,4/24/1987,Male
NASAW00012328,5/9/1976,Male
NASAW00012329,10/1/1981,Female
NASAW00012330,9/25/1979,Male
NASAW00012331,12/10/2001,Female
NASAW00012332,1/24/1999,Male
NASAW00012333,8/22/1980,Male
NASAW00012334,4/7/1975,Male
NASAW00012335,6/25/1992,Male
NASAW00012336,9/4/1975,Male
NASAW00012337,2/20/1985,Male
NASAW00012338,12/27/1984,Female
NASAW00012339,2/4/1995,Male
NASAW00012340,7/5/1990,Female
NASAW00012341,1/17/1989,Female
NASAW00012342,9/25/1994,Female
NASAW00012343,2/3/1977,Female
NASAW00012344,9/14/1995,Female
NASAW00012345,12/2/1999,Female
NASAW00012346,9/14/1994,Male
NASAW00012347,11/14/1977,Female
NASAW00012348,9/19/1975,Male
NASAW00012349,10/21/1992,Female
NASAW00012350,10/16/1979,Male
NASAW00012351,4/15/1978,Female
NASAW00012352,8/15/2003,Male
NASAW00012353,8/17/1978,Male
NASAW00012354,8/11/1981,Male
NASAW00012355,7/30/1990,Female
NASAW00012356,12/3/1996,Female
NASAW00012357,7/5/1994,Female
NASAW00012358,3/24/1989,Female
NASAW00012359,10/13/2004,Female
NASAW00012360,11/28/2001,Male
NASAW00012361,10/11/1999,Female
NASAW00012362,6/26/1977,Male
NASAW00012363,11/6/1978,Female
NASAW00012364,6/8/1985,Female
NASAW00012365,12/10/1993,Male
NASAW00012366,8/4/2002,Female
NASAW00012367,1/3/1994,Female
NASAW00012368,10/6/2003,Male
NASAW00012369,9/26/1988,Male
NASAW00012370,3/14/1994,Male
NASAW00012371,12/2/1975,Female
NASAW00012372,10/8/1980,Male
NASAW00012373,2/14/1995,Male
NASAW00012374,1/16/1987,Female
NASAW00012375,1/31/2000,Male
NASAW00012376,9/13/1996,Female
NASAW00012377,4/26/2004,Male
NASAW00012378,12/29/1978,Female
NASAW00012379,8/27/2004,Female
NASAW00012380,10/11/2003,Male
NASAW00012381,7/27/1998,Male
NASAW00012382,6/19/1989,Female
NASAW00012383,5/9/1993,Male
NASAW00012384,8/30/2002,Female
NASAW00012385,3/31/1981,Female
NASAW00012386,8/14/1996,Female
NASAW00012387,5/7/2002,Female
NASAW00012388,10/7/1980,Female
NASAW00012389,8/6/2003,Male
NASAW00012390,5/9/1996,Female
NASAW00012391,3/16/2000,Female
NASAW00012392,9/7/1976,Female
NASAW00012393,12/14/1990,Female
NASAW00012394,9/26/1985,Female
NASAW00012395,8/20/1980,Male
NASAW00012396,1/5/1991,Female
NASAW00012397,6/16/1978,Male
NASAW00012398,3/25/1993,Female
NASAW00012399,8/19/1999,Male
NASAW00012400,4/1/1975,Male
NASAW00012401,7/21/1975,Female
NASAW00012402,2/13/2000,Male
NASAW00012403,2/12/1990,Male
NASAW00012404,5/5/2001,Female
NASAW00012405,12/10/1994,Male
NASAW00012406,1/17/1993,Male
NASAW00012407,1/21/1993,Male
NASAW00012408,10/18/2000,Male
NASAW00012409,2/10/1991,Female
NASAW00012410,10/1/2000,Female
NASAW00012411,7/24/2003,Male
NASAW00012412,4/19/1981,Female
NASAW00012413,10/30/1996,Male
NASAW00012414,6/23/1983,Male
NASAW00012415,7/24/1986,Female
NASAW00012416,12/22/1985,Female
NASAW00012417,6/23/2004,Female
NASAW00012418,12/22/2000,Male
NASAW00012419,1/23/1996,Female
NASAW00012420,2/6/2004,Male
NASAW00012421,2/10/1976,Male
NASAW00012422,4/4/1998,Female
NASAW00012423,10/19/1994,Female
NASAW00012424,10/18/2002,Female
NASAW00012425,10/31/1982,Male
NASAW00012426,11/10/1980,Male
NASAW00012427,6/3/1981,Female
NASAW00012428,2/17/1981,Male
NASAW00012429,12/25/1996,Male
NASAW00012430,10/9/1983,Female
NASAW00012431,4/21/2002,Male
NASAW00012432,5/26/1986,Male
NASAW00012433,10/5/2003,Male
NASAW00012434,5/6/1982,Male
NASAW00012435,10/1/1997,Female
NASAW00012436,3/26/1982,Male
NASAW00012437,11/20/1976,Male
NASAW00012438,4/5/1993,Female
NASAW00012439,5/11/1994,Female
NASAW00012440,9/15/1992,Male
NASAW00012441,9/11/1994,Male
NASAW00012442,8/3/1995,Female
NASAW00012443,9/6/1997,Male
NASAW00012444,11/6/2001,Female
NASAW00012445,4/25/1984,Male
NASAW00012446,4/12/2001,Female
NASAW00012447,10/25/1981,Male
NASAW00012448,8/2/1999,Female
NASAW00012449,5/1/2000,Male
NASAW00012450,8/26/1980,Male
NASAW00012451,8/3/2003,Female
NASAW00012452,6/8/1978,Male
